original,decoded,is_valid,is_same,smile_accuracy,tanimoto_distance,total_avg_accuracy
O=C(COC(=O)c1ccc(OCC2CCCO2)cc1)Nc1ccccc1Sc1ccccc1,O=C(COC(=O)c1ccc(OCC2CCCO2)cc1)Cc1ccccc1Sc1ccccc1,1,0,97.95918367,0.28125,90.12119321
N3C1Cc2cc(Oc3ccnc(=O)n3)ccc2N(O)C1=O,N3C1CcCcc(Oc3ccnc(=O)n3)ccc2N(O)C1=O,x,0,97.22222222,-1,90.12119321
CN(C)C(=O)c1ccc(c2ccc3ncc(N4CCCCC4)nc3c2)cc1,CN(C)C(=O)c1ccc(c2ccc3ncc(N4CCCCC4)nc3c2)cc1,1,1,100,0,90.12119321
COc1cccc(OCC(O)CN2CC(C)(C)OC)c1,COc1cccc(OCC(O)CN2CC(C)(C)OC)c1,x,1,100,-1,90.12119321
Cc1ccc(C)c(S(=O)(=O)Nc2ccc(CC(=O)NC3CC3)cc2)c1,Cc1ccc(C)c(S(=O)(=O)[PH3]c2ccc(CC(=O)NC3CC3)cc2)c1,1,0,50,0.32,90.12119321
Cc1nc(SC(C)C(=O)Nc2ccc(N(C)C)cc2)c2c(=O)n(C)c(=O)n(CC(C),Cc1nc(SC(C)C(=O)Nc2ccc(N(C)C)cc2)c2c(=O)n(c)c(=O)n(CC(C),x,0,98.21428571,-1,90.12119321
CC(=CC(=O)NC1CC1)c1ccc(C)c(C)c1,CC(=CC(=O)NC1CC1)c1ccc(C)c(C)c1,1,1,100,0,90.12119321
CCOC(C(=O)Cc1c(F)cccc1C)C1CCCCC1,CCOC(C(=O)Cc1c(F)cccc1C)C1CCCCC1,1,1,100,0,90.12119321
CC(C)CC(O)CNC(=O)c1cncc(O)c1,CC(C)CC(O)CNC(=O)c1cncc(C)c1,1,0,96.42857143,0.243902439,90.12119321
CC(C)(C)C(=O)C1CC2CCC1C(=O)O2,CC(C)(C)C(=O)C1CC2CCC1C(=O)O2,1,1,100,0,90.12119321
CCCC(=CCc1cc(c2ccc3nc(C)nc3c2)ccc1C)CC(=O)CCCc1ccccc1C(C,CCCC(=CCc1cc(c2ccc3nc(C)cc3c2)ccc1C)CC(=O)CCCc1ccccc1C(C,x,0,98.21428571,-1,90.12119321
COC(=O)C=C1SC(=NNc2nc3sc(C)c(C)c3c(=O)n2)N(c2ccc(OC)cc2),COC(=O)c=C1SC(=NNc2nc3sc(C)c(C)c3c(=O)n2)N(c2ccc(OC)cc2),x,0,98.21428571,-1,90.12119321
O=C(O-)CCCCCCC(CCSCc1ccccc1)SCc1ccccc1,O=C(O-)CCCCCCC(CCSCc1ccccc1)SCc1cccc11,x,0,97.36842105,-1,90.12119321
CC(C)CC(CNS(=O)(=O)c1cccc2ccoc12)C(=O)O-,CC1C)CC(CNS(=O)(=O)c1cccc2ccoc12)C(=O)O-,x,0,97.5,-1,90.12119321
Cc1ccc2nc(N3CCN(C)CC3)c3nncc3c2c1,Cc1ccc2nc(N3CCN(C)C[124I]3)c3nncc3c2c1,x,0,66.66666667,-1,90.12119321
CC1CCC(C(=O)NCc2ccccc2F)CN1c1cc(c2ccc3c(N)nnc3c2)nc(N)n1,CC1CCC(C(=O)NCc2ccccc2F)CN1c1cc(c2ccc3c(N)nnc3c2Cnc(N)n1,x,0,98.21428571,-1,90.12119321
CCOC(=O)C(CC)n1nc(CO)cc1c1ccccc1,CCOC(=O)C(CC)n1nc(CO)cc1c1ccccc1,1,1,100,0,90.12119321
COc1ccc(N)cc1C(=O)NN1CCCN(Cc2ccccc2)C1,COc1ccc(N)cc1C(=[124I])NN1CCCN(Cc2ccccc2)C1,1,0,50,0.214285714,90.12119321
CSCC(C)(O)CNC(=O)Cc1ccccn1,CSCC(C)(O)CNC(=O)Cc1ccccn1,1,1,100,0,90.12119321
O=C(O-)c1cncc(NC(=O)c2cccc(O)c2O)c1,O=C(O[31P])c1cncc(NC(=O)c2cccc(O)c2O)c1,x,0,31.42857143,-1,90.12119321
CC(=O)N(Cn1cccn1)c1ccccc1,CC(=O)N(Cn1cccn1Bc1ccccc1,0,0,96,1,90.12119321
CN(C)C(=O)c1cccc(OC(C)(C)C)c1OC1CC1,CN(C)C(=O)c1cccc(OC(C)(C)C)c1OC1CC1,1,1,100,0,90.12119321
Cc1ccc(C(=O)NCC23CCC=C2N(C)C(=O)CC3)cn1,Cc1ccc(C(=O)NCC23CCC=C2N(C)C(=O)CC3)cn1,1,1,100,0,90.12119321
CCN(CC)c1ncc(C(=O)N2CCCCC2)c(N)n1,CCN(CC)c1ncc(C(=O)N2CCCCC2)c(N)n1,1,1,100,0,90.12119321
Nc1ccccc1NC(=O)c1ccc(Nc2ncc(c3cnc4cccc(OC5COC5)n43)s2)s1,Nc[Au+]ccccc1NC(=O)c1ccc(Nc2ncc(c3cnc4cccc(OC5COC5)n43)s2)s1,0,0,25,1,90.12119321
Cc1nnc(CN2CC(N3)C2)n1C,Cc1nnc(CNCCC(N3)C2)n1C,x,0,95.45454545,-1,90.12119321
CCC=CCC=CCC=CCCCCCCCCCCCCCC(=O)OCC(COCCC(C(=O)O-)N(C)(C),CCC=CCC=CCC=CCCCCCCCCCCCCCC(=O)OCCcCOCCC(C(=O)O-)N(C)(C),x,0,98.21428571,-1,90.12119321
C=CCN1C(=O)C2=C(c3ccccc3CC2(C)C)C(C)CC=C1SCC(N)=O,C=CCN1C(=O)C2=C(c3ccccc3CC2(C)C)C(C)CC=C1SCC(N)=O,1,1,100,0,90.12119321
CCN2C(Cc1nccn1C)c1ccccc1OC,CCN2C(Cc1nccn1C)c1ccccc1OC,x,1,100,-1,90.12119321
Cc1ccc(SCC(=O)c2ccc(C)c(C)c2)c(C)c1,Cc1ccc(CCC(=O)c2ccc(C)c(C)c2)c(C)c1,1,0,97.14285714,0.452380952,90.12119321
CS(=O)(=O)N1CCC(C(=O)NCCc2ccc(c3ccsc3)s2)CC1,CS(=O)(=O)N1CCC(C(=O)NCCc2ccc(c3ccsc3)s2nCC1,0,0,97.72727273,1,90.12119321
Cc1cc(F)cc(NC2(CO)CCSC2C)c1,Cc1cc(F)cc(NC2(CO)CCSC2C)c1,1,1,100,0,90.12119321
CCOC(=O)C(CC)OC1CCC(=O)CC1,CCCC(=O)C(CC)OC1CCC(=O)CC1,1,0,96.15384615,0.297297297,90.12119321
COC(C)c1cccc(NC(=O)c2nnn(c3cccc4cccnc43)c2C)c1,COC(C)c1cccc(NC(=O)c2nnn(c3cccc4cccnc43)c2C)c1,1,1,100,0,90.12119321
CC(C)C(=O)NCCN2Cc1cnn(c2ccccc2)n1,CC(C)C(=O)NCCN2Cc1cnn(c2ccccc2)n1,x,1,100,-1,90.12119321
COc1ccc(N2CCN(C(=O)CSc3nc4cc(C)c(C)cc4cc3C)CC2)cc1,COc1ccc(N2CCN(C(=O)CSc3nc4cc([CH])c(C)cc4cc3C)CC2)cc1,1,0,64,0.150943396,90.12119321
Cc1nc(Cn2cc(C)c(C)c2C)no1,Cc1nc(Cn2cc(C)c(C)c2C)no1,1,1,100,0,90.12119321
C=C(C=CC1C(C)=CCCC1(C)C)OC(=O)c1ccccc1,CCC(C=CC1C(C)=CCCC1(C)C)OC(=O)c1ccccc1,1,0,97.36842105,0.403508772,90.12119321
CCc1cc(C)cc(C)c1OC(C)=O,CCc1cc(C)cc(C)c1OC(C)=O,1,1,100,0,90.12119321
Fc1ccc(n2ncc3c(I)ccnc32)c(F)c1F,Fc1ccc(n2ncc3c(I)ccnc32Bc(F)c1F,0,0,96.77419355,1,90.12119321
CCN2C(C)(CCCCN1CCN(CC)CC1)C(=O)O-,CCN2C(C)(CCCCN1CCN(CC)CC1[PH]C(=O)O-,x,0,75.75757576,-1,90.12119321
CC(Nc1nccc(N2C(=O)OCC2C(C)C)n1)c1ccc(CN2CCN(C)CC2)cc1,CC(Nc1nccc(N2C(=O)OCC2C(C)C)n[31P])c1ccc(CN2CCN(C)CC2)cc1,0,0,64.1509434,1,90.12119321
c1ccc(n2c3ccc(c4cccc(c5cccc6c7ccccc7oc56)c4)cc3c3cc(c4cc,c1ccc(n2c3ccc(c4cccc(c5cccc6c7ccccc7oc56)c4)cc3c3c[CaH2](c4cc,x,0,89.28571429,-1,90.12119321
O=C(O-)Cc1cccc(NC(=O)CC2(c3ccccc3)CC2)c1,O=C(O-)Cc1cccc(NC(=O)CC2(c3ccccc31CC2)c1,x,0,97.5,-1,90.12119321
O=C(CSc1nnc(c2ccco2)o1)OC1CCCCC1,O=C(CSc1nnc(c2ccco2)o1)OC1CCCCC1,1,1,100,0,90.12119321
CCC(C(N)=N2)N(C)Cc1cccc(C)c1,CCC(C(N)=N2)N(C)Cc1cccc(C)c1,x,1,100,-1,90.12119321
CC(=O)NC(CS)C(=O)NCS,CC(=O)NC(CS)C(=O)NCS,1,1,100,0,90.12119321
c1ccc(C(c2ccc(C(c3ccccc3)(c3ccccc3)n3nc4c5ccccc5c5ccccc5,c1ccc(C(c2ccc(C(c3ccccc3)(c3ccccc3)n3nc4c[CaH2]ccccc5c5ccccc5,x,0,80.35714286,-1,90.12119321
Nc1ccc(OC2=NC(c3cncc(F)c3)N=CC2N2CC2CCCN2)cc1,Nc1ccc(OC2=NC(c3cncc(F)c3)N=CC2N2CC2CCCN2)1c1,x,0,97.77777778,-1,90.12119321
Cc1nc(=O)c(C(=O)O-)c2c1CS(=O)C2,Cc1nc(=O)c(C(=O)O-)c2c1C1(=O)C2,x,0,96.77419355,-1,90.12119321
Cc1ccc(Cn2c(O)csc2=S)cc1,Cc1ccc(Cn2c(O)csc2=S)cc1,1,1,100,0,90.12119321
CCOc1ccnc(NOCC(=O)O-)n1,CCOc1ccnc(NOCC(=O)O-)n1,x,1,100,-1,90.12119321
COc1ccc(COC2C(=O)C(I)=CC3OC(C)(C)OC32C)cc1,COc1ccc(COC2C(=O)C(I)=CC3OC(C)(C)OCn2C)cc1,0,0,97.61904762,1,90.12119321
CCCN(CC)c1ccc(C2Nc3cccc4c3C(C=CC4)N22)c(O)c1,CCCN(CC)c1ccc(C2Nc3cccc4c3C(C=CC4)N22)c(O)c1,x,1,100,-1,90.12119321
CN2C1(C(=O)NCCCSC)C=CC(Oc2ccnc3cc(OC)c(C(N)=O)cc23)C=C1,CC2C1(C(=O)NCCCSC)C=CC(Oc2ccnc3cc(OC)c(C(N)=O)cc23)C=C1,x,0,98.18181818,-1,90.12119321
c1ccc(S(c2ccc(c3c4ccccc4c(c4ccc5ccccc5c4)c4ccccc43)cc2)(,c1ccc(S(c2ccc(c3c4ccccc4c(c4ccc5ccccc5c4)c4ccccc43)cc2)(,x,1,100,-1,90.12119321
CCOC(=O)N1CCN(C(=O)C(CCC(=O)O-)NC(=O)c2cc(N3CCN(C)CC3)nc,CCOC(=O)NCCCN(C(=O)C(CCC(=O)O-)NC(=O)c2cc(N3CCN(C)CC3)nc,x,0,98.21428571,-1,90.12119321
CCC(CC)C(C)CN2Cc1cnn(C)c1,CCC(CC)C(C)CN2Cc1cnn(C)c1,x,1,100,-1,90.12119321
Nc1nc2cccc(B)c2n1CC(=O)O-,Nc1nc2cccc(B)c2n1CC(=O1O-,x,0,96,-1,90.12119321
Cc1ccc(C(=O)NCCCc2cnnc2C)c(C)c1,Cc1ccc(C(=O)NCCCc2cnnc2C1c(C)c1,x,0,96.77419355,-1,90.12119321
O=C(NCCc1nccn1)c1cc(F)cc(F)c1,O=C(NCCc1nccn1)c1cc(1)cc(F)c1,x,0,96.55172414,-1,90.12119321
O=C(CSc1cccc(NC(=O)C(=Cc2c(F)cccc2C)NC(=O)c2ccccc2)c1)Nc,O=C(CSc1cccc(NC(=OcC(=Cc2c(F)cccc2C)NC(=O)c2ccccc2)c1)Nc,x,0,98.21428571,-1,90.12119321
COc1cc(NC(=O)CCCCCNc2ccc3c(cc2=O)C(NC(C)=O)CCc2cc(OC)c(O,COc1cc(NC(=O)CCCCCNc2ccc3c(cc2=O)C(NC(C)=O)CCc2cc(OC)c(O,x,1,100,-1,90.12119321
CC(C)C1CC2C(SC(C)C2C2CCCCC2)C1S(C)(C)C1C(C)CC2C(C3CCCCC3,CC(C)C1CC2C(SC(C)C2C2CCCCC2)C1S(C)(C)C1C(C)CC2C(C3CCCCC3,x,1,100,-1,90.12119321
Cc1noc(C)c1CN1CCC(C)(O)C(NC(=O)CC(C)(C)C)C1c1cccs1,Cc1noc(C)c1CN1CCC(C)(O)C(NC(=O)CC(C)(C)C)C1c1cccs1n,0,0,100,1,90.12119321
C=CCc1c(B)cc(B)c(Oc2c(B)cc(B)c(CC=C)c2B)c1B,C=CCc1c(B)cc(B)c(Oc2c(B)cc(B)c(CC=C)c2B)c1B,1,1,100,0,90.12119321
COc1ccc(C(=O)N2CCCC2c2ccsc2)cc1S(=O)(=O)N1CCCCCC1,COc1ccc(C(=O)N2CCCC2c2ccsc21cc1S(=O)(=O)N1CCCCCC1,0,0,97.95918367,1,90.12119321
CCc1cccc(C)c1NC(=O)c1cc(C)nc(N2CCN(C=O)CC2)n1,CCc1cccc(C)c1NC(=O)c1cc(C)nc(N2CCN(C=O)CC2)n1,1,1,100,0,90.12119321
O=C(O-)c1ccc(c2ccc(C=Cc3nc(c4ccc(C)cc4C)cn3)cc2)cc1,O=C(O-)c1ccc(c2ccc(C=Cc3nc(c4ccc(C)cc4C)cn3)cc2)cc1,x,1,100,-1,90.12119321
Cc1ccccc1C(=O)NNC(=O)c1ccc(Oc2ccncc2)cc1,Cc1ccccc1C(=O)NNC(=O)c1ccc(Oc2ccncc2)cc1,1,1,100,0,90.12119321
COc1cc(C(=O)O-)ccc1CCNC(=O)C(C)(C)Cc1ccccc1OC,COc1cc(C(=O[O-2]O-)ccc1CCNC(=O)C(C)(C)Cc1ccccc1OC,x,0,35.55555556,-1,90.12119321
O=C(C#Cc1ccccc1)Oc1ccc(C)cc1,O=C(C#Cc1ccccc1)Oc1ccc(C)cc1,1,1,100,0,90.12119321
COC1NC(=O)C(C(C)C)OC1=O,COC1NC(=O)C(C(C)C)OC1=O,1,1,100,0,90.12119321
CSCc1ccc(O)c(C(C)=O)c1,CSCc1ccc(O)c(C(C)=O)c1,1,1,100,0,90.12119321
O=C1NC(=O)N(c2cccnc2)C(=O)C1=Cc1ccc(c2ccc(B)c(C)c2)o1,O=C1NC(=O)N(c2cccnc2)C(=O)C1=Cc1ccc(c2ccc(B)c(C)c2)o1,1,1,100,0,90.12119321
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3cc(C)c(OCc4cccc(C(=O)O-,CCOC(=O)C1=C(c2ccccc2)N=c2scc=Cc3cc(C)c(OCc4cccc(C(=O)O-,x,0,98.21428571,-1,90.12119321
O=S1(=O)CCc2ccc(cc2B)CS(=O)(=O)Cc2ccc(cc2)C1,O=S1(=O)CCc2ccc(cc2B)CS(=O)(CO)Cc2ccc(cc2)C1,1,0,97.72727273,0.341463415,90.12119321
O=C(NCC1COCCO1)c1ccc2c(c1)NCC2,O=C(NCC1COCCC1)c1ccc2c(c1)NCC2,1,0,96.66666667,0.314814815,90.12119321
CCN(CCc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,CCN(CCc1ccc(NS(C)(=O[13CH]=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0,0,43.1372549,1,90.12119321
NC(=O)CCC(N3)C(=O)NC(CCC(=O)O-)C(=O)NC(CO)C(=O)NC(CC(N)=,NC(=O)CC[CaH2](N3)C(=O)NC(CCC(=O)O-)C(=O)NC(CO)C(=O)NC(CC(N)=,x,0,26.78571429,-1,90.12119321
c1cncc(CN2CCC(Nc3cccc4cnccc34)C2)c1,c1cncc(CN2CCC(Nc3cccc4cnccc34)C2)c1,1,1,100,0,90.12119321
CCCCC(CC(OC)c1ccc(F)cc1)C(=O)NOC1CCCCO1,CCCCC(CC(OC)c1ccc(F)cc1)C(=O)NOC1CCCCO1,1,1,100,0,90.12119321
CCOc1ccc2nc(SCC(=O)C(C)CC)nc2c1,CCOc1ccc2nc(SCC(=O)1(C)CC)nc2c1,x,0,96.77419355,-1,90.12119321
COc1cccc(CC2CC(C)CCC2C(=O)O-)c1,CCc1cccc(CC2CC(C)CCC2C(=O)O-)c1,x,0,96.77419355,-1,90.12119321
CC(=O)C(Cc1ccccc1)NC(=O)COC(=O)c1ccc(CN2CCOCC2)cc1,CC(=O)C(Cc1ccccc1)NC(=O)COC(=O)c1ccc(CN2CCOCC2)cc1,1,1,100,0,90.12119321
C=C1C=C2CC3(C)OC4CCC5C3C(CCC45C)C2CC1,C=C1C=C2CC3(C)OC4CCC5C3C(CCC45C)C2CC1,1,1,100,0,90.12119321
CCC(C)(CCC(=O)C1(C(=O)NC)NNCCC1c1ccc(c2ccc(F)cc2)cc1)C(=,CCC(C)(CCC(=O)C1(C(=O)NC)NNCCC1c1ccc(c2ccc(F)cc2)cc1)C(=,x,1,100,-1,90.12119321
CC1Oc2ccc(NC(=O)C(c3ccccc3)c3ccccc3)cc2N(CC(=O)N2CCCCC2),CC1Oc2ccc(NC(=O)C(c3ccccc3)c3ccccc3)cc2N(CC(=O)N2CCCCC2),x,1,100,-1,90.12119321
COc1cc(O-)cc(C(F)F)c1C(F)(F)F,COc1cc(O-)cc(C(F)F)c1C(F)(F)F,x,1,100,-1,90.12119321
CC(C)CP(CC(C)C)CC(COc1ccccc1)OS(C)(C)C(C)(C)C,CC(C)CP(CC(C)C)CC(COc1ccccc1)OS(C)(C)C(C)(C)C,1,1,100,0,90.12119321
CCOC(=O)c1cc(Oc2ccc(S(C)(=O)=O)cc2)c2cc(C(F)F)oc2c1,CCOC(=O)c1cc(O[14C]2ccc(S(C)(=O)=O)cc2)c2cc(C(F)F)oc2c1,0,0,33.33333333,1,90.12119321
Cc1c(NC(=O)C(C)N2CCC(C(=O)N3CCCC3C(=O)Nc3cccc(NC(=O)Cc4c,Cc1c(NC(=O)C(C)N2CCC(C(=O)NcCCCC3C(=O)Nc3cccc(NC(=O)Cc4c,x,0,98.21428571,-1,90.12119321
CCS(=O)(=O)N(C)CC(=O)N(C1CC1)C(C)C(=O)O-,CCS(=O)(=O)N(C)CC(=O)N(C1CC1)C(C)C(=O)O-,x,1,100,-1,90.12119321
COc1ccc(NC(=O)CN(C)S(=O)(=O)c2c(C)noc2C)cc1OC,COc1ccc(NC(=O)CN(C)S(=O)(=O)c2c(C)noc2C)cc1OC,1,1,100,0,90.12119321
CCN2Cc1nc(C)ccc1OC1CCCC1O,CCN1Cc1nc(C)ccc1OC1CCCC1O,x,0,96,-1,90.12119321
O=Cc1cccc(Oc2non(O-)c2c2ccccc2)c1,O=Cc1cccc(Oc2non(O-)12c2ccccc2)c1,x,0,96.96969697,-1,90.12119321
O=S(=O)(N1CCCCCC1)N(CC1CC1)CC1CCCN21,O=S(=O)(N1CCCCCC1)N(CC1CC1)CC1CCCN21,x,1,100,-1,90.12119321
O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1)C1CCCCC1,OCC(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1)C1CCCCC1,1,0,97.91666667,0.35,90.12119321
CCCCCC(=O)N(CCCC)C(C)c1nc2ccccc2c(=O)n1C,CCCCCC(=O)N(CCCC)C(C)c1nc2ccccc2c(=O)n1C,1,1,100,0,90.12119321
CC(C)CCCOCCN2C1CCCC(C)C1,CC(C)CCCOCCN2C1CCCC(C)C1,x,1,100,-1,90.12119321
CCOc1ccc(NC(=O)CC2CCS(=O)(=O)CC2)cc1,CCOc1ccc(NC(=O)CC2CCO(=O)(=O)CC2)cc1,0,0,97.22222222,1,90.12119321
Cc1nn(c2ncnc3c(C)csc32)c(C)c1B,Cc1nn(c2ncnc3c(C)csc32)cnC)c1B,0,0,96.66666667,1,90.12119321
Cc1cccc(CCNc2c(N(=O)O-)ccc(F)c2F)c1,Cc1cccc(CCNc2c(N(=O)O-)ccc(F)12F)c1,x,0,97.14285714,-1,90.12119321
O=C(NCCOCCOCCNc1nc(NC2CCCC2)nc(N2CCc3ccccc3C2)n1)c1ccccc,C=C(NCCOCCOCCNc1nc(NC2CCCC2)nc(N2CCc3ccccc3C2)n1)c1ccccc,x,0,98.21428571,-1,90.12119321
Cc1cc(C)n(c2ccccc2CN=C(N)NCC2CCCO2)n1,Cc1cc(C)n(c2ccccc2CN=C(N)NCC2CCCO2)n1,1,1,100,0,90.12119321
CC1CCC(COc2cc3nncn3cc2C2CC2)C2CC12C,CC1CCC(C[124I]c2cc3nncn3cc2C2CC2)C2CC12C,1,0,37.14285714,0.338983051,90.12119321
Nc1cc(C(=O)Nc2ccc(CCN3)cc2)ccc1C(=O)Nc1ccc(CCN3)cc1,Nc1cc[Zr+3]C(=O)Nc2ccc(CCN3)cc2)ccc1C(=O)Nc1ccc(CCN3)cc1,0,0,13.7254902,1,90.12119321
NC(=S)c1ccc(CS(=O)(=O)NCc2cccs2)cc1,NC(=S)c1ccc(CS(=O)n=O)NCc2cccs2)cc1,0,0,97.14285714,1,90.12119321
Cc1ccc(C)c(Sc2ccccc2C=O)c1CNC(=O)OCC1c2ccccc2-c2ccccc21,Cc1ccc(C)c(Sc2ccccc2C=O)c1CNC(=O)OCC1c2ccccc2-c2ccccc21,1,1,100,0,90.12119321
C=CCC(CS(OC)(OC)OC)C1CCCCC1,C=CCC(CS(OC)(OC)OC)C1CCCCC1,1,1,100,0,90.12119321
Cc1sc(C(C)Cc2cccc(B)c2)cc1B,Cc1sc(C(CnCc2cccc(B)c2)cc1B,0,0,96.2962963,1,90.12119321
COc1ccccc1N1CCN(Cc2ccc3ccc4cccc5ccc2c3c45)CC1,COc1ccccc1N1CCN(Cc2ccc3ccc4cccc5ccc2c3c45)CC1,1,1,100,0,90.12119321
Nc1ccc(NN2CCN=C2B)c(B)c1,Nc1ccc(NN2CCN=C2B)c(B)c1,1,1,100,0,90.12119321
Cc1sc2ncn(CC(=O)N3CC(C)(C)OC4(CCCC4)C3)c(=O)c2c1C,Cc1sc2ncn(CC(=O)N3CC(C)(C)OC4(CCCc4)C3)c(=O)c2c1C,1,0,97.95918367,0,90.12119321
CC(C)(C)c1cnc(CN=C(N)NC2CCCC2)o1,CC(C)(C)c1cnc(CN=C(NBNC2CCCC2)o1,0,0,96.875,1,90.12119321
C1=C2c3cccn3CC2CCCC1,C1=C2c3cccn[11C]CC2CCCC1,0,0,65,1,90.12119321
NC(=O)C1C2CCCC2CN1C(=O)C1CCCCC(=O)N1,NC(=O)C1C2CCCC2CN1C(=O)C1CCCCC(=O)N1,1,1,100,0,90.12119321
CN2CC(O)CN1CCOCC1(C)C,CN2CC(O)CN1CCOCC1(C)C,x,1,100,-1,90.12119321
CCN(CC)CCNC(=O)c1ccc(NC(=O)c2ccc(N(C)C)c(N(=O)O-)c2)cc1,CCN(CC)CCNC(=O)c1ccc(NC(=O)c2ccc[CaH2]N(C)C)c(N(=O)O-)c2)cc1,x,0,58.18181818,-1,90.12119321
CC(C)(C)c1ccc(S(=O)(=O)Nc2c(C(=O)O-)sc3ncccc23)cc1,CC(C)(C)c1ccc(S(=O)(=O)Nc2c(C(=O)O-)sc3ncccc23)cc1,x,1,100,-1,90.12119321
Cc1ccc(N2CCN(S(=O)(=O)C3(C(=O)NO)CCOCC3)CC2)cc1F,Cc1ccc(N2CC[CH](S(=O)(=O)C3(C(=O)NO)CCOCC3)CC2)cc1F,1,0,35.41666667,0.232142857,90.12119321
COc1ccc(C)cc1N(C(C)C(=O)NC(C)(C)C)S(C)(=O)=O,COc1ccc(C)cc1N(C(C)C(=O)NC(C)(C)[Au+])S(C)(=O)=O,1,0,77.27272727,0.130434783,90.12119321
COc1ccc(C)cc1S(=O)(=O)Nc1cccc(C(N)=O)c1,COc1ccc(C)cc1S(=O)(=O)Nc1cccc(C(N)=O)c1,1,1,100,0,90.12119321
CCCN2C1(C(=O)OC)CCC(n2cnc(C)c2C)C1,CCCN2C1(C(=O)OC)CCC(n2cnc(C)c2C)C1,x,1,100,-1,90.12119321
CC(C)c1cc(C(C)C)c(PC(Cc2ccc3ccccc3c2)C(Cc2ccc3ccccc3c2)P,CC(C)c1cccC(C)C)c(PC(Cc2ccc3ccccc3c2)C(Cc2ccc3ccccc3c2)P,x,0,98.21428571,-1,90.12119321
CCCNC(Cc1cc(C)ccc1C)C(C)S(C)(=O)=O,CCCNC(Cc1cc(C)ccc1C)C([PH3])S(C)(=O)=O,1,0,70.58823529,0.255813953,90.12119321
COCCNc1cnn(CCN(C)C)c(=O)c1C,COCCNc1cnn(CCN(C)C)c(=O)c1C,1,1,100,0,90.12119321
COC1(C=CC#N)CCC(c2ccc(OC(F)(F)F)cc2)CC1,COC1(C=CC#N)CCC(c2ccc(OC(F)(F)F)cc2)CC1,1,1,100,0,90.12119321
O=C(NN=Cc1cc(B)c(OCc2cccc(F)c2)c(I)c1)c1ccc(c2csc(Nc3ccc,O=C(NN=Cc1cc(B)c(OCc2cccc(F)c[CH])c(I)c1)c1ccc(c2csc(Nc3ccc,x,0,64.28571429,-1,90.12119321
